,Nenjiang,Qiqihar,Jiamusi,Harbin,Mudanjiang,Changchun,Kaiyuan,Shenyang,Chaoyang,Dandong,Dalian,Hailar,Xilinhot,Chifeng,Doron,Bailingmiao,Hohhot,Shanbazhen,Etuoke,Datong,Taiyuan,Linyi,Changzhi,Beijing,Tianjin,Tangshan,Baoding,Zhangzhou,Shijiazhuang,Handan,Anyang,Luoyang,Zhengzhou,Nanyang,Xinyang,Dezhou,Laiyang,Jinan,Linyi,Heze,Xuzhou,Yangzhou,Nanjing,Suzhou,Shanghai,Fuyang,Bengbu,Hefei,Anqing,Tunxi,Hangzhou,Ningbo,Jinhua,Wenzhou,Jiujiang,Nanchang,Shangrao,Ji&#39;an,Ganzhou,Jianyang,Fuzhou,Yongan,Zhangzhou,Taipei,Tainan,Yun County,Yichang,Gangneung,Wuhan,Yueyang,Fuling,Changsha,Shaoyang,Zhangzhou,Shaoguan,Shantou,Guangzhou,Zhanjiang,Haikou,Guilin,Liuzhou,Baise,Zhangzhou,Nanning,Altay,Yining,Urumqi,Hami,Kashgar,Xining,Golmud,Zhangye,Lanzhou,Pingliang,Tianshui,Yinchuan,Yulin,Yan&#39;an,Xi&#39;an,Hanzhong,Ankang,Guangyuan,Wanxian,Chengdu,Kangding,Chongqing,Xichang,Tongren,Bijie,Guiyang,Xingren,Zhaotong,Dali,Tengchong,Kunming,Simao,Heihe,Changdu,Lhasa,Palizhen
1611,,,,,,,,,,,,,,,,,,,,3.0,4,5.0,5.0,2.0,2,3,1,1.0,2,2,,2.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,2,2,3,3,3,3.0,3.0,1.0,3.0,5.0,1.0,,3.0,,1.0,3.0,2.0,2.0,3.0,,,,3,3.0,3,1.0,1.0,1.0,1.0,,2.0,2,1.0,2.0,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,4,4,4,4,4.0,5.0,,,,,,,,3.0,,,,3.0,,,,,,
1612,,,,,,,,,,,,,,,,,,,,4.0,4,5.0,4.0,4.0,4,4,4,4.0,5,3,,3.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,2,3,4,3,2,2.0,3.0,3.0,4.0,3.0,1.0,,1.0,2.0,4.0,3.0,3.0,,,,,,2,2.0,3,4.0,1.0,5.0,4.0,1.0,,,2.0,,,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,3.0,,,4,4,4,3,3.0,,,,,,,,,3.0,,,,3.0,,,,,,
1613,,,,,,,,,1.0,,,,,,,,,,,4.0,3,2.0,2.0,1.0,3,3,1,2.0,2,1,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,12.0,2.0,3.0,2.0,2.0,3,2,3,1,2,3.0,3.0,3.0,3.0,3.0,2.0,,1.0,3.0,3.0,1.0,5.0,,4.0,,,,2,1.0,2,1.0,1.0,1.0,1.0,2.0,,,2.0,,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,1.0,,,3,3,1,1,1.0,,,2.0,,,,,,,,,,3.0,,,,,,
1614,,,,,,1.0,,,,,,,,,,,,,,1.0,2,2.0,2.0,2.0,2,3,4,5.0,4,4,,3.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,3,4,5,3,2,3.0,2.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,,1.0,,,,3,3.0,2,2.0,,2.0,2.0,2.0,2.0,2,1.0,,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,4.0,3.0,3.0,,3,3,3,3,3.0,2.0,,,,,,,,,,,,1.0,,,,,,
1615,,,,,,,,,,,,,,,,,,,,5.0,3,4.0,5.0,5.0,5,5,5,5.0,5,5,,3.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,3,3,3,4,2,1.0,3.0,3.0,4.0,,3.0,,2.0,3.0,3.0,,1.0,,3.0,,,3.0,3,2.0,2,2.0,,2.0,,3.0,,1,,,,1.0,3.0,3.0,3.0,3.0,,,,,,,,,3.0,3.0,,,3,3,3,3,3.0,,,,,,,,,,3.0,,,4.0,,,,,,
1616,,,,,,,,,,,,,,,,,,,,,3,4.0,5.0,3.0,4,4,3,5.0,4,5,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,2.0,3,4,4,4,4,4.0,3.0,3.0,3.0,,3.0,,3.0,1.0,1.0,1.0,,2.0,3.0,,,4.0,4,4.0,4,2.0,3.0,2.0,2.0,1.0,2.0,2,1.0,,,2.0,3.0,3.0,3.0,3.0,,,,,,5.0,,5.0,5.0,5.0,5.0,5.0,3,4,4,4,4.0,,,,,,,,,,,,,3.0,,,,,,
1617,,,,,,,,,,,,,,,,,,,,,4,4.0,4.0,5.0,5,5,4,4.0,4,4,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3,4,5,4,4,3.0,3.0,3.0,2.0,,3.0,,3.0,,1.0,,,2.0,1.0,,,4.0,4,4.0,4,2.0,3.0,1.0,1.0,1.0,4.0,1,4.0,,,1.0,5.0,4.0,4.0,4.0,,,,,,3.0,,,3.0,3.0,3.0,4.0,4,4,4,4,4.0,,,2.0,,,,,,,,,,3.0,,,,,,
1618,,,,,,,,,,,,,,,,,,,,,2,2.0,2.0,4.0,2,2,4,3.0,4,3,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,,2.0,3,4,4,3,4,4.0,1.0,1.0,1.0,,,,3.0,,4.0,,2.0,1.0,3.0,,,3.0,3,3.0,4,2.0,1.0,,3.0,3.0,,,,4.0,1.0,5.0,5.0,5.0,5.0,5.0,,,,,,3.0,,,3.0,,,3.0,3,3,2,3,3.0,,,,,,,,,3.0,,,,3.0,,,,,,
1619,,,,,,,,,,,,,,,,,,,,,3,3.0,3.0,2.0,3,3,3,3.0,2,4,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,,4.0,3,5,5,3,3,3.0,3.0,3.0,3.0,1.0,2.0,,3.0,,2.0,,,2.0,4.0,,,3.0,4,3.0,3,2.0,2.0,,,3.0,4.0,,4.0,,,3.0,5.0,3.0,5.0,3.0,,,,,,3.0,,,4.0,,,3.0,3,3,4,3,3.0,,,3.0,,,,,,3.0,,,,3.0,,,,,,
1620,,,,,,,,5.0,5.0,5.0,,5.0,,,,,,,,,3,3.0,3.0,5.0,4,4,4,4.0,4,4,3.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,,2.0,3,4,1,4,2,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,,3.0,2.0,3.0,2.0,3.0,,,3.0,,3.0,3,3.0,,3.0,3.0,3.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,3.0,,,3.0,3,3,3,3,3.0,,,,,,,,,3.0,,1.0,,2.0,,,,,,
1621,,,,,,,,,,,,,,,,,,,,,3,2.0,2.0,4.0,2,1,4,2.0,5,4,3.0,4.0,2.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,1.0,2.0,,3.0,3,3,2,3,2,2.0,1.0,5.0,4.0,3.0,3.0,3.0,2.0,,3.0,,,1.0,2.0,,,3.0,,3.0,3,3.0,3.0,3.0,3.0,2.0,2.0,2,,,2.0,2.0,3.0,,2.0,3.0,,,,,,,,,,,,4.0,2,2,1,4,4.0,,,,,,,2.0,,3.0,,5.0,,5.0,,,,,,
1622,,,,,,,,,,,,,,,,,,,,,2,2.0,2.0,3.0,2,2,3,2.0,1,2,3.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,,3.0,3,3,3,4,3,3.0,3.0,3.0,1.0,3.0,2.0,,1.0,,2.0,3.0,,2.0,,,,4.0,,2.0,2,,,,,,,,2.0,,,3.0,3.0,,3.0,3.0,,,,,,,,,,,,3.0,3,3,3,3,3.0,,,,,,,,,4.0,,3.0,,,,,,,,
1623,,,,,,,,,,,,,,,,,,,,,3,3.0,3.0,3.0,3,3,3,2.0,2,2,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,,3.0,3,2,1,2,2,2.0,4.0,4.0,2.0,4.0,2.0,,1.0,4.0,3.0,,,3.0,,,,3.0,,3.0,1,3.0,,4.0,,,,,,,,3.0,3.0,,3.0,3.0,,,,,,,,,,,,3.0,2,3,3,1,1.0,,,3.0,,,,,,3.0,,1.0,,,,,,,,
1624,,,,,,,,,,,,,,,,,,,,,2,2.0,2.0,4.0,3,3,3,3.0,3,3,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,1,4,3,1,2,2.0,2.0,3.0,2.0,3.0,3.0,,1.0,4.0,4.0,4.0,4.0,,4.0,,,3.0,,3.0,3,4.0,3.0,4.0,2.0,5.0,5.0,,4.0,,2.0,4.0,4.0,,4.0,4.0,,,,,,,,,,3.0,,4.0,3,3,2,3,3.0,,,,,,,,,3.0,,,,,,,,,,
1625,,,,,,,,,,,,,,,,,,,,,4,4.0,3.0,3.0,5,4,4,5.0,5,4,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,,4.0,4,4,4,4,4,4.0,4.0,3.0,3.0,3.0,3.0,,3.0,2.0,3.0,,,2.0,,,,3.0,,4.0,4,4.0,,4.0,,3.0,,2,2.0,,,3.0,3.0,,3.0,3.0,,,,,,,,,,3.0,,3.0,3,3,3,3,3.0,,,,,,,,,5.0,,,,,,,,,,
1626,,,,,,,,2.0,,2.0,,,,,,,,,,3.0,3,3.0,2.0,1.0,1,1,1,2.0,1,1,1.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,,2.0,2,4,5,5,3,3.0,3.0,2.0,1.0,2.0,3.0,,4.0,3.0,4.0,4.0,,2.0,2.0,,,3.0,,3.0,3,,,3.0,,4.0,4.0,4,2.0,,,3.0,3.0,,3.0,3.0,,,,,,,,,,3.0,,3.0,2,2,3,3,3.0,,,,,,,,,,,,,,,,,,,
1627,,,,,,,,,,2.0,,,,,,,,,,4.0,4,5.0,4.0,4.0,3,4,4,4.0,4,3,3.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,,2.0,3,2,2,3,4,3.0,3.0,2.0,1.0,5.0,1.0,,3.0,2.0,1.0,,,2.0,3.0,,,3.0,3,3.0,3,1.0,3.0,1.0,,1.0,2.0,2,2.0,,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,3.0,4.0,2.0,4.0,4,4,5,3,3.0,4.0,,4.0,,4.0,,,,,,,,,,,,,,
1628,,,,,,,,,,,,,,,,,,,,5.0,4,4.0,4.0,4.0,4,3,5,5.0,5,4,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,,3.0,3,3,4,3,1,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,,,4.0,3,3.0,3,2.0,3.0,3.0,,,4.0,,5.0,4.0,,3.0,,,,1.0,,,,,,,,,3.0,3.0,5.0,3.0,5,5,5,4,4.0,,,,,,,,,,,,,,,,,,,
1629,,,,,,,,,,,,,,,,,,,,4.0,4,3.0,3.0,5.0,4,3,3,4.0,4,4,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,4.0,,3.0,2,2,2,2,4,3.0,2.0,4.0,,3.0,3.0,,3.0,,3.0,,3.0,2.0,,,,3.0,4,4.0,5,,,3.0,,3.0,4.0,5,4.0,,,3.0,,,,3.0,,,,,,,,,5.0,5.0,,5.0,5,5,3,4,4.0,,,,,5.0,,,,,,,,,,,,,,
1630,,,,,,,,,,,,,,,,,,,,5.0,3,4.0,2.0,3.0,3,3,3,2.0,3,2,3.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,,2.0,3,3,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,,1.0,,2.0,,2.0,,2.0,,,3.0,4,3.0,3,,3.0,2.0,,4.0,4.0,4,1.0,1.0,,3.0,,,,3.0,,,,,,3.0,,,,3.0,,5.0,4,4,4,4,4.0,,,,,,,,,,,,,,,,,,,
1631,,,,,,,,,,,,,,,,,,,,5.0,1,4.0,4.0,3.0,2,3,3,2.0,4,1,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,3.0,3,1,1,3,3,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,,3.0,,,3.0,,,,3.0,2,1.0,3,3.0,1.0,3.0,2.0,,1.0,2,2.0,,,2.0,,,,3.0,,,,,,3.0,,,,3.0,,3.0,4,4,4,1,1.0,4.0,,,,,,,,2.0,5.0,,,,,,,,,
1632,,,,,,,,,1.0,,,,,,,,,,,5.0,4,3.0,1.0,1.0,2,2,2,4.0,3,2,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,,4.0,5,2,2,4,1,3.0,4.0,3.0,3.0,,3.0,,4.0,,3.0,,3.0,2.0,3.0,,,1.0,2,3.0,2,5.0,,3.0,,3.0,2.0,1,2.0,1.0,,3.0,,,,3.0,,,,,,3.0,,,,3.0,,3.0,4,4,3,2,2.0,,,,,,,,,,5.0,,,,,,,,,
1633,,,,,,,,1.0,1.0,4.0,,,,,,,,,,4.0,5,5.0,5.0,4.0,4,3,3,3.0,2,3,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,,1.0,2,2,2,2,3,3.0,3.0,1.0,3.0,,5.0,,3.0,5.0,3.0,,,3.0,,,,3.0,,3.0,3,4.0,3.0,3.0,,,4.0,2,2.0,,,3.0,,,2.0,1.0,,,,,,3.0,,,,3.0,,4.0,4,4,4,1,2.0,,,,,5.0,,,,,3.0,,,,,,,,,
1634,,,,,,,,,,,,,,,,,,,,3.0,4,5.0,5.0,3.0,5,4,3,3.0,3,4,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,4.0,2.0,,2.0,2,4,3,3,2,2.0,2.0,2.0,2.0,,3.0,,2.0,3.0,3.0,,,4.0,3.0,,,4.0,,3.0,3,3.0,,3.0,2.0,3.0,2.0,,2.0,2.0,,3.0,,,3.0,,,,,,,5.0,,,5.0,4.0,4.0,4.0,4,4,4,1,2.0,,,,,4.0,,,,,3.0,,3.0,5.0,,,,,,
1635,,,,,,,,,,,,,,,,,,,,3.0,3,4.0,4.0,4.0,3,4,3,3.0,3,3,4.0,4.0,5.0,1.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,,2.0,2,2,3,4,1,3.0,3.0,3.0,1.0,,3.0,,1.0,3.0,3.0,3.0,,2.0,2.0,,,3.0,,3.0,3,2.0,,3.0,2.0,,2.0,,2.0,,,2.0,2.0,,2.0,,,,,,,4.0,,,5.0,3.0,3.0,3.0,5,5,5,4,4.0,,,3.0,,4.0,,,,,3.0,,3.0,,,,,,,
1636,,,,,,,,,,,,,,,,,,,,3.0,3,4.0,5.0,3.0,4,4,4,4.0,3,2,2.0,4.0,4.0,5.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,5.0,5.0,4,1,4,2,2,5.0,4.0,5.0,5.0,,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,,,4.0,,3.0,2,4.0,2.0,2.0,3.0,,4.0,,4.0,,,3.0,,,3.0,,,,,,,,,,4.0,4.0,5.0,5.0,3,3,4,4,4.0,,,,,,,,,,3.0,,3.0,,,,,,,
1637,,,,,,,1.0,,,,,,,,,,,,,5.0,5,5.0,5.0,5.0,4,4,3,4.0,4,5,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,4,4,5,4,5,3.0,,4.0,2.0,,3.0,3.0,1.0,1.0,3.0,2.0,,2.0,1.0,,,2.0,,3.0,3,3.0,,3.0,3.0,3.0,4.0,2,4.0,,5.0,3.0,,,,,,,,,,,,,4.0,5.0,5.0,5.0,4,4,4,5,4.0,1.0,,,,,,,,,3.0,,3.0,,,,,,,
1638,,,,,,,,,,2.0,,,,,,,,,,5.0,5,5.0,5.0,4.0,4,2,4,4.0,4,4,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4,3,2,3,4,4.0,2.0,4.0,3.0,,3.0,3.0,3.0,2.0,3.0,,,,,,,3.0,,3.0,3,3.0,,3.0,3.0,,2.0,2,2.0,,4.0,2.0,,,,1.0,,,,,,,,4.0,3.0,4.0,3.0,4.0,5,5,5,5,5.0,,,,,,,2.0,2.0,1.0,2.0,,,,,,,,,
1639,,,,,,,,,,,,,,,,,,,,4.0,4,5.0,4.0,4.0,5,4,5,5.0,4,5,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4,4,4,4,4,4.0,2.0,2.0,2.0,,4.0,3.0,3.0,1.0,3.0,,2.0,,1.0,,,2.0,3,3.0,3,3.0,4.0,2.0,3.0,3.0,,,,5.0,4.0,3.0,,,,,,,,,,,,3.0,3.0,4.0,4.0,4.0,5,5,5,5,5.0,,,,,,,,,3.0,,,,,,,,,,
1640,,,,,,,,,4.0,,,,,,,,,,,4.0,5,5.0,5.0,5.0,4,5,5,5.0,5,5,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,1,1.0,1.0,5.0,4.0,,5.0,4.0,4.0,,2.0,2.0,1.0,2.0,3.0,,,4.0,4,4.0,4,4.0,4.0,4.0,3.0,2.0,2.0,2,,,4.0,3.0,,,,,,,,,,4.0,,4.0,5.0,5.0,5.0,5.0,5,5,5,5,5.0,2.0,,,,,,,,5.0,,,,,,,,,,
1641,,,,,,1.0,,,,,,,,,,,,,,5.0,5,5.0,3.0,5.0,5,4,5,5.0,5,5,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,4,5,5,5,5.0,5.0,4.0,3.0,,4.0,2.0,2.0,2.0,3.0,,1.0,2.0,,,,5.0,4,5.0,5,5.0,5.0,5.0,5.0,4.0,,,2.0,,,2.0,5.0,,2.0,,,,,,,3.0,,,4.0,4.0,4.0,4.0,2,2,4,4,4.0,,,,,,,,,3.0,,,,,,,,,,
1642,,,,,,1.0,,,,,,,,,,,,,,3.0,5,3.0,3.0,4.0,4,4,5,4.0,4,4,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3,2,3,3,4,4.0,2.0,5.0,1.0,,4.0,,2.0,2.0,2.0,,4.0,3.0,3.0,,,3.0,3,2.0,5,4.0,4.0,5.0,2.0,4.0,,2,,,,3.0,3.0,,3.0,,,,,,,4.0,,,3.0,,2.0,3.0,3,3,3,3,3.0,,,2.0,,,,,,3.0,,,,,,,,,,
1643,,,,,,,,,,,,,,,,,,,,4.0,5,3.0,3.0,4.0,3,4,4,2.0,4,5,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,5,4,2,2,4,3.0,3.0,5.0,4.0,,5.0,,3.0,4.0,2.0,4.0,4.0,2.0,,,,3.0,3,4.0,3,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,,,3.0,3.0,,2.0,,,,,,,,,,,,,3.0,3,3,3,2,2.0,,,,,5.0,,,3.0,5.0,,,,,,,,,,
1644,,,,,,,,,,,,,,,,,,,,2.0,2,3.0,3.0,3.0,3,3,3,3.0,2,4,3.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,5,3,3,5,4,3.0,2.0,5.0,2.0,,4.0,,3.0,3.0,2.0,3.0,3.0,1.0,,,,3.0,3,3.0,3,4.0,3.0,5.0,3.0,4.0,2.0,,,2.0,4.0,3.0,2.0,,4.0,,,,,,,,,,,,,3.0,2,2,2,3,3.0,,2.0,3.0,,,,,,3.0,,,2.0,,4.0,,,,,
1645,,,,,,,,,,,,,,,,,,,,2.0,1,2.0,2.0,2.0,2,2,3,3.0,2,3,4.0,4.0,4.0,3.0,1.0,4.0,3.0,,3.0,2.0,2.0,3.0,,3.0,3,2,2,2,3,3.0,2.0,3.0,2.0,1.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,,,,3.0,3,2.0,3,5.0,,5.0,4.0,4.0,,,4.0,,2.0,3.0,3.0,,5.0,,,,,,,,,,,,,3.0,3,3,3,3,3.0,,,,,,,,,3.0,,,,,3.0,,,,,
1646,,,,,,,,,5.0,,,,,,,,,,,2.0,2,2.0,1.0,3.0,2,2,3,3.0,3,1,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,,3.0,3,1,3,2,5,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,2.0,2.0,,,4.0,3,3.0,4,4.0,4.0,4.0,4.0,4.0,2.0,2,2.0,,4.0,5.0,3.0,,5.0,,,,,,,,,,,4.0,,4.0,4,4,4,4,4.0,,,,,5.0,,,,3.0,,,,,3.0,,,,,
1647,,,,,,,,,,,,,,,,,,,,4.0,4,1.0,4.0,3.0,3,3,4,2.0,4,1,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,,5.0,4,1,3,3,1,4.0,4.0,5.0,5.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,,,,4.0,4,3.0,4,5.0,5.0,1.0,1.0,1.0,2.0,2,2.0,2.0,,2.0,2.0,,2.0,,,,,,,,,,,4.0,2.0,,4,3,2,1,1.0,3.0,,4.0,,4.0,,,,3.0,,,,,,,,,,
1648,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,1.0,2.0,2,3,2,1.0,1,1,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,,3.0,2,1,2,2,2,1.0,2.0,2.0,,22.0,1.0,3.0,1.0,2.0,3.0,4.0,5.0,4.0,4.0,,,3.0,3,3.0,3,3.0,3.0,3.0,3.0,1.0,4.0,5,4.0,4.0,2.0,1.0,2.0,,2.0,2.0,,,,,,,,,3.0,2.0,,,3,3,1,1,1.0,5.0,,5.0,,5.0,,5.0,4.0,4.0,4.0,,,,,,,,,
1649,,,,,,,,,,,,,,,,,,,,3.0,4,3.0,2.0,2.0,2,2,2,2.0,3,4,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4,1,1,2,1,4.0,4.0,4.0,4.0,4.0,2.0,,3.0,4.0,3.0,4.0,4.0,4.0,,,,2.0,2,3.0,3,3.0,3.0,3.0,3.0,1.0,2.0,2,2.0,,,3.0,4.0,,2.0,4.0,,,,,,,,,3.0,3.0,4.0,,3,3,3,3,3.0,5.0,,,,5.0,,4.0,,4.0,,,3.0,,,,,,,
1650,,,,,,,1.0,1.0,,,,,,,,,,,,4.0,5,4.0,2.0,3.0,4,2,4,4.0,3,4,4.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,4.0,4.0,,2.0,2,4,2,3,3,2.0,3.0,3.0,1.0,2.0,3.0,,2.0,3.0,2.0,1.0,4.0,1.0,3.0,,,3.0,3,3.0,3,2.0,3.0,2.0,3.0,,,,,,,4.0,3.0,,2.0,4.0,,,,,,,,,3.0,3.0,,,4,4,1,1,1.0,2.0,,,,,,2.0,,2.0,,,3.0,,,,,,,
1651,,,,,,,,,,,,,,,,,,,,5.0,5,1.0,1.0,3.0,3,3,4,3.0,3,2,2.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,,1.0,1,3,3,2,1,1.0,2.0,5.0,5.0,2.0,3.0,,3.0,3.0,2.0,2.0,3.0,1.0,,,,3.0,3,3.0,3,4.0,3.0,3.0,2.0,2.0,2.0,,,2.0,5.0,3.0,4.0,,3.0,4.0,,,,,,2.0,,,4.0,3.0,3.0,,5,5,1,3,3.0,,,,,,,,,,,,,,,,,,,
1652,,,,,,,,,,,3.0,,,,,,,,,3.0,1,1.0,1.0,1.0,1,1,2,1.0,1,1,1.0,2.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,5.0,5,5,5,5,5,4.0,3.0,3.0,3.0,2.0,4.0,,2.0,4.0,3.0,3.0,,,,,,4.0,4,5.0,5,5.0,4.0,5.0,5.0,2.0,,,2.0,2.0,4.0,3.0,3.0,,3.0,3.0,,,,,,1.0,,,2.0,2.0,2.0,3.0,3,3,2,3,4.0,,,,,,,,,,,,3.0,,,1.0,,,,
1653,,,,,,1.0,,,2.0,,,,,,,,,,,1.0,1,2.0,3.0,1.0,1,1,1,1.0,1,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,,1.0,2,4,5,5,5,5.0,5.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,,,2,2.0,3,4.0,5.0,5.0,4.0,4.0,5.0,,4.0,2.0,1.0,2.0,3.0,,4.0,3.0,,,,,,3.0,,,2.0,3.0,3.0,3.0,2,2,1,1,1.0,,,,,,,,,,,,3.0,,,,,,,
1654,,,,,,,,,2.0,,,,1.0,2.0,,,,,,1.0,1,3.0,5.0,2.0,1,1,1,1.0,1,1,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,,3.0,2,2,2,4,4,4.0,3.0,5.0,5.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,4.0,5.0,,,,3,2.0,3,3.0,,3.0,3.0,3.0,4.0,4,5.0,,2.0,3.0,3.0,,3.0,3.0,,,,,,3.0,,3.0,2.0,3.0,3.0,3.0,3,3,3,3,3.0,2.0,,,,,,,,,,,1.0,,,,,,,
1655,,,,,,,,,,,,,1.0,,,,,,,4.0,5,4.0,4.0,2.0,3,2,3,2.0,2,4,4.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,,,4.0,3,2,2,2,2,1.0,5.0,5.0,5.0,3.0,3.0,,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,,,2,2.0,3,4.0,3.0,4.0,4.0,4.0,4.0,4,4.0,,2.0,3.0,3.0,,3.0,3.0,,,,,,3.0,,,,4.0,3.0,3.0,4,4,4,3,3.0,,,,,,,,3.0,,,,,,,,,,,
1656,,,,,,,,,1.0,,,,2.0,,,,,,,3.0,3,4.0,5.0,1.0,3,4,4,3.0,4,4,4.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,,,4.0,4,4,3,3,3,3.0,4.0,4.0,5.0,2.0,1.0,,3.0,3.0,2.0,,2.0,3.0,3.0,,,3.0,3,3.0,3,1.0,2.0,1.0,2.0,1.0,,,2.0,,,3.0,2.0,,3.0,3.0,,,,,,5.0,,,,5.0,3.0,4.0,3,3,3,2,4.0,,,,,4.0,,,,5.0,,,,,,,,,,
